  -0.000695974     1.00667
  0.00280541     1.00665
  0.00695974     0.933285
  0.0117713     0.793248
  -0.00148232     0.873339
  -0.00670054     0.383358
  -0.0107011     -0.389974
  -0.00624885     -1.08669
  -0.00159865     -1.47674
  -0.00170623     -1.64341
  0.0192999     -1.64688
  0.0256412     -1.58692
  0.0424973     -1.51036
  0.0565502     -1.43712
  0.0769163     -1.34726
  0.0937724     -1.2707
  0.117633     -1.19086
  0.140786     -1.12434
  0.16815     -1.04119
  0.192005     -0.971344
  0.220742     -0.931534
  0.248788     -0.878386
  0.279647     -0.805256
  0.311185     -0.765465
  0.343433     -0.712345
  0.377783     -0.655905
  0.410722     -0.616124
  0.445776     -0.553022
  0.480818     -0.509921
  0.516567     -0.456824
  0.550201     -0.423714
  0.589443     -0.383974
  0.61888     -0.344169
  0.656025     -0.297749
  0.687566     -0.254624
  0.718401     -0.218162
  0.752036     -0.185052
  0.784975     -0.14527
  0.813706     -0.115461
  0.845246     -0.0723363
  0.869077     -0.0391608
  0.895718     0.0073298
  0.916758     0.0571911
  0.93428     0.0804084
  0.95391     0.113612
  0.974231     0.133477
  0.989656     0.163375
  0.989678     0.19671
  0.99807     0.179986
  1.00717     0.166592
  1.01134     0.129896
  0.991798     0.226696
  0.986202     0.236734
  0.976379     0.206799
  0.958159     0.186919
  0.941339     0.167031
  0.918223     0.157185
  0.897903     0.137319
  0.870577     0.114168
  0.845354     0.094335
  0.817332     0.0778547
  0.785115     0.0714026
  0.752193     0.0582883
  0.722762     0.0284835
  0.689845     0.0220361
  0.654118     0.00227364
  0.579886     -0.000564908
  0.622603     -0.000849697
  0.55325     -0.0403886
  0.516131     -0.046808
  0.483214     -0.0532555
  0.448193     -0.0630223
  0.41458     -0.0627982
  0.379562     -0.0692316
  0.347347     -0.0723503
  0.313033     -0.0721215
  0.281521     -0.0719114
  0.25072     -0.0550389
  0.222717     -0.0415184
  0.194721     -0.0179977
  0.168819     -0.00449126
  0.145736     0.0356639
  0.118464     0.0958477
  0.100983     0.135966
  0.077919     0.206122
  0.0625623     0.282893
  0.0507114     0.366308
  0.0360917     0.499743
  0.0221743     0.636507
